Title,Cuisine,Category,Ingridients,Instructions,Image,Link,Ratings,Unnamed: 0,graph_ingredient
Homemade Muesli Bars Recipe,Continental,breakfast,"['2 cup rolled oats', '6 tablespoon honey', '1/2 cup coconut', '1 cup unsalted butter', '2 tablespoon brown sugar', '1/2 cup chopped hazelnuts', '1/2 cup sesame seeds']","To make these delicious bars, place a large pan over medium flame and add butter, brown sugar and honey into it. Stir until the butter melts completely and all the ingredients get combined.
Add the rolled oats, hazelnuts, coconut and sesame seeds in the butter-honey mixture. Mix them all well.
Line a parchment paper on a baking tray and pour the mixture into the tray. With the help of a ladle, even the mixture and place a plastic wrap over the tray.
Bake for about 15 to 20 minutes or till the top is brown in a preheated oven at 180 degree Celsius or 350 degree Fahrenheit. Remove and keep aside.
Once cooled, cut them into bars and store in an airtight container.",https://static.toiimg.com/thumb/52585052.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/homemade-muesli-bars/rs52585052.cms,,10113.0,"rolled oat, honey, coconut, butter, brown sugar, hazelnut, sesame seed"
Mint Chicken With Sweet Orange Sauce Recipe,North Indian,lunch,"['500 gm chicken breasts', '1 teaspoon butter', '1 teaspoon water', '1 teaspoon corn flour', '1 cup orange juice', '1 cup mint', '1/2 cup white vinegar', '1 tablespoon sugar']","Flatten the chicken pieces evenly and spread chopped mint on one side of it. Add salt as per your taste. Roll up each piece and bake it in the oven for about 20 minutes, until cooked.
To make the orange sauce, take a small saucepan and keep it on low flame. Add vinegar and sugar to it and keep stirring until sugar dissolves. Then, add orange juice to it and bring it to a boil. Once the mixture turns golden brown in colour, start simmering the mixture until it is reduced to half. Add cornflour and water to the mix,and stir until sauce thickens.
Whisk the sauce into little butter and pour over sliced chicken pieces. Serve the lip smacking dish.",https://static.toiimg.com/thumb/59733887.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mint-chicken-with-sweet-orange-sauce/rs59733887.cms,,143.0,"chicken breast, butter, corn flour, orange juice, mint, white vinegar, sugar"
Mint Chicken With Sweet Orange Sauce Recipe,North Indian,dinner,"['500 gm chicken breasts', '1 teaspoon butter', '1 teaspoon water', '1 teaspoon corn flour', '1 cup orange juice', '1 cup mint', '1/2 cup white vinegar', '1 tablespoon sugar']","Flatten the chicken pieces evenly and spread chopped mint on one side of it. Add salt as per your taste. Roll up each piece and bake it in the oven for about 20 minutes, until cooked.
To make the orange sauce, take a small saucepan and keep it on low flame. Add vinegar and sugar to it and keep stirring until sugar dissolves. Then, add orange juice to it and bring it to a boil. Once the mixture turns golden brown in colour, start simmering the mixture until it is reduced to half. Add cornflour and water to the mix,and stir until sauce thickens.
Whisk the sauce into little butter and pour over sliced chicken pieces. Serve the lip smacking dish.",https://static.toiimg.com/thumb/59733887.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mint-chicken-with-sweet-orange-sauce/rs59733887.cms,,358.0,"chicken breast, butter, corn flour, orange juice, mint, white vinegar, sugar"
Microwaved Omelette Recipe,Continental,breakfast,"['4 egg', '2 tablespoon grated cheddar cheese', 'salt as required', '2 pinches black pepper', '2 tablespoon milk', '2 tablespoon finely chopped red bell pepper', '1 1/2 teaspoon virgin olive oil', '2 tablespoon chopped green onion']","To begin with, take a large microwave-safe mug and spray it with oil. Put eggs along with milk and beat with the help of a spoon or fork.
Next, add grated cheddar cheese, red bell pepper, green onion. Also, add pepper and salt according to your taste. Stir well. Once done, microwave for 30 seconds on high.
Take it out only to put it again for another 20-30 seconds after mixing with a fork. Remove, stir again, and repeat the process until the omelette is set.",https://static.toiimg.com/thumb/60825950.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/microwave-cheese-omelette/rs52567856.cms,,1650.0,"egg, cheddar cheese, black pepper, milk, red bell pepper, olive oil, green onion"
Microwaved Omelette Recipe,Continental,breakfast,"['4 egg', '2 tablespoon grated cheddar cheese', 'salt as required', '2 pinches black pepper', '2 tablespoon milk', '2 tablespoon finely chopped red bell pepper', '1 1/2 teaspoon virgin olive oil', '2 tablespoon chopped green onion']","To begin with, take a large microwave-safe mug and spray it with oil. Put eggs along with milk and beat with the help of a spoon or fork.
Next, add grated cheddar cheese, red bell pepper, green onion. Also, add pepper and salt according to your taste. Stir well. Once done, microwave for 30 seconds on high.
Take it out only to put it again for another 20-30 seconds after mixing with a fork. Remove, stir again, and repeat the process until the omelette is set.",https://static.toiimg.com/thumb/60825950.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/microwaved-omelette/rs60825950.cms,,10744.0,"egg, cheddar cheese, black pepper, milk, red bell pepper, olive oil, green onion"
Mexican Scrambled Eggs Recipe,Mexican,breakfast,"['8 egg', '1 capsicum (green pepper)', '2 green chilli', 'salt as required', '1 medium tomato', '1 spring onions', '3 tablespoon sunflower oil', '1 red onion']","To prepare this delicious breakfast recipe, first destem and de-seed the green capsicum. Also, deseed the tomato and peel the onion. Now, finely chop the onion, green onion, capsicum, green chilli, and tomato. Keep the chopped vegetables aside.
Put a frying pan on medium flame and heat oil in it. Once the oil is hot, add the chopped tomato, spring onion, capsicum, green chillies, and red onion in it. Stir fry all these vegetables till they are cooked. It will take around 2 minutes. Once done, remove the pan from flame.
After that, break the eggs in a large bowl and beat them well. Put a non-stick pan over medium flame and brush it with some oil. Pour some of the beaten eggs in the pan and swirl it around.
Let the eggs cook. Once they are half-cooked, add some part of the stir-fried vegetables on the top and flip it over or fold it in half. Let the eggs cook till they begin to set. After that, use a spatula to scramble the eggs in large curds and let them cook till they are light-brown in colour.
Once the Mexican scrambled eggs are ready, transfer them to serving plates, garnish with a herb of your choice, and serve them immediately.",https://static.toiimg.com/thumb/52290793.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mexican-scrambled-eggs/rs52290793.cms,,9117.0,"egg, capsicum, green chilli, tomato, spring onion, sunflower oil, red onion"
Mexican Nachos Spud Recipe,Mexican,snacks,"['20 gm nachos', 'salt as required', '15 gm butter', '20 gm red bell pepper', '20 gm yellow bell pepper', 'black pepper as required', '6 gm peri peri sprinkler', '60 ml salsa sauce']","To prepare this delicious snack, start with boiling potatoes. Make sure that the potatoes are boiled properly. Then remove the upper layer of the potatoes carefully. Keep aside the upper layer for later use. Once done with this, scoop the potatoes from inside and mash this inner scooped part.
Next, heat oil in a deep bottomed pan and start frying the outer layer of potatoes over medium flame until crisp and keep it aside.
Then, place the mashed potatoes in a separate bowl. Add peri-peri sprinkler, butter and cheesy dip to it. Next, add salt and pepper as required. Once done with adding these ingredients, mix well.
Now, take the upper layer of potatoes kept aside(as mentioned in step 1) and slice it into small pieces.
To begin with, the final plating, place the small sliced pieces of the upper layer in a serving dish. Next, fill the crisp outer layer of potato with the mashed flavorous mixture we prepared and place it upon the sliced pieces. Now, neatly garnish the mixture with colourful bell peppers, salsa, nachos and some fresh coriander.",https://static.toiimg.com/thumb/63810947.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mexican-nachos-spud/rs63810947.cms,3.0,2714.0,"nacho, butter, red bell pepper, yellow bell pepper, black pepper, peri peri sprinkler, salsa sauce"
Mexican Chicken Recipe,Mexican,dinner,"['5 chicken breasts', '1 1/2 cup salsa sauce', '2 pinches black pepper', '2 cloves garlic', '1 1/2 cup cheddar cheese', '2 pinches cumin powder', '2 pinches salt', '1 tablespoon butter']","Firstly, wash chicken breasts under running water and keep them aside. Now, mince garlic cloves and shred cheddar cheese using a shredder.
Next, preheat the oven at 200 degrees C. On the other hand, take a bowl and add chicken breasts in it. Add salt, black pepper, cumin powder and minced garlic in the bowl and coat the chicken breasts properly.
Now, place a frying pan over medium flame and pour oil in it. Once the oil is heated, add the coated chicken breasts and cook them until brown in colour from both sides.
Then, grease a baking dish with butter and add the chicken breasts. Pour salsa and shredded cheese onto it and bake it for 20-25 minutes. Serve hot!",https://static.toiimg.com/thumb/58941887.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mexican-chicken/rs58941887.cms,4.0,10692.0,"chicken breast, salsa sauce, black pepper, clove garlic, cheddar cheese, cumin powder, butter"
Melting Moments Recipe,North Indian,snacks,"['1/2 cup butter', '100 gm caster sugar', '5 drops vanilla extract', '180 gm all purpose flour', '40 gm oats', '1 egg yolk', '12 chopped cherry']","To make this yummy dish, take a bowl and mix all-purpose flour, butter, vanilla extract, sugar and egg yolk in it. Knead into a soft dough.
Form small balls of the dough and cover them with oats by rolling the balls in a plate full of oats. Take each ball and flatten them into a cookie shape. Add cherries on top.
Preheat the oven at 190 degrees celsius. Take a baking tray and line it with a baking sheet. Put the balls on this tray.
Put the baking tray in the oven and bake for about 20 minutes. Make sure the cookies have turned golden brown in colour. Once done, let them cool down for some time. Your Melting Moments are ready to be served.",https://static.toiimg.com/thumb/53611019.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/melting-moments/rs53611019.cms,,7060.0,"butter, caster sugar, drop vanilla extract, flour, oat, egg yolk, cherry"
Mango and Wheat Kheer Recipe,North Indian,desserts,"['2 tablespoon butter', '1/4 cup grated coconut', '3 tablespoon condensed milk', '1 cup soaked overnight broken wheat (dalia)', '1 1/2 cup milk', '4 tablespoon mango', '7 inches Silver vark', '1 handful Dry Rose Petals']","Melt butter in a pan. Add overnight soaked and boiled wheat, grated coconut, milk and mix well.
Cook the wheat mixture for 20 to 25 minutes.
After the kheer becomes thick, add condensed milk, mango pulp and let it cook.
Remove this kheer in a bowl.
Garnish with silver leaf and rose petals.",https://static.toiimg.com/thumb/53114234.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mango-and-wheat-kheer/rs53114234.cms,0.0,3524.0,"butter, coconut, milk, wheat, milk, mango, silver vark, dry rose petal"
Mac and Cheese Recipe,American,lunch,"['150 gm pasta macaroni', '2 tablespoon butter', '1/2 cup grated parmesan cheese', '3 tablespoon bread crumbs', '1/2 cup grated cheese cubes', '1 tablespoon flour', 'water as required', '500 ml milk']","In a saucepan, take water and add salt and olive oil to it. This is done because salt adds flavor to the water which is absorbed by the food in the process. Wait for it boil and add the macaroni to the it. After boiling it for few mins, lower the flame and let it simmer for 5-10 mins more. Strain the excessive water, rinse it in cold water and keep the macaroni aside.
On medium flame, place a pan and heat the butter in it. Dont let it turn brown and then add flour to it. Mix it for a min or so and then add milk in it. Whisk the mixture well and ensure there are no lumps in it. Keep stirring it in every 5-10 secs until the mixture starts thickening. Lower the sauce and then add the cheese to the mixture. Whisk again till the cheese is completely melted.
In a baking dish, place the boiled macaroni. Pour the prepared cheese sauce and evenly spread it over the macaroni. In a pan, put a little butter and add bread crumbs in it. Brown the breadcrumbs and cover the macaroni with it. This will add an extra crunch to the dish.
Sprinkle some leftover cheese over the breadcrumbs and put the dish into the oven. Bake it at 175 degree Celsius for 30 mins or till the top is slightly brown. Serve hot!!!",https://static.toiimg.com/thumb/55180919.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mac-and-cheese/rs55180919.cms,3.0,9788.0,"pasta macaroni, butter, parmesan cheese, bread crumb, cheese, flour, milk"
